idPrestamo,target,monthly_debt_capacity,var_employment_time_in_months,approved_amount,approved_term,approved_interest_amount,var_net_income,person_gender,credit_history_marital_status,var_max_sbs_qual_12m,person_degree_type_desc,default_request_term,default_request_amount
LIBDISP4415249139,1,"1,020",-1,"10,000",12,"2,009.32",4132.666667,FEMALE,S,NORMAL,Universitaria,0,0
LIBDISP3813558777,0,274.42,12,"2,500",12,693.47,1457.75,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP2927332388,0,"1,100",15,"5,000",8,948.78,8676.508333,MALE,S,NORMAL,Secundaria,0,0
LIBDISP5927070021,0,265.56,14,"1,200",6,289.11,1624,FEMALE,S,NORMAL,Universitaria,0,0
LIBDISP3391175888,0,"1,399.41",6,"5,000",8,743.95,6572.6402,FEMALE,S,NORMAL,Universitaria,0,0
LIBDISP3507061634,0,"1,132",0,"11,300",12,"2,270.53",0,MALE,S,NORMAL,Universitaria,0,0
LIBDISP5666235743,0,579.66,74,"1,500",6,221.53,2407.37,FEMALE,C,NORMAL,Universitaria,0,0
LIBDISP5988214741,0,249.06,49,"2,200",12,696.15,1757,FEMALE,S,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP9547989159,1,217.17,74,"1,000",6,152.32,3013.926667,MALE,S,NORMAL,Universitaria,1,0
LIBDISP9972161676,0,750.62,74,"3,000",6,429.8,3112.848333,FEMALE,S,NORMAL,Postgrado,1,0
LIBDISP9692692724,0,335.51,71,"3,100",12,805.7,1181.25,MALE,S,NORMAL,Universitaria,1,0
LIBDISP1233056485,0,233.4,10,"2,100",12,664.51,1201.375,FEMALE,S,NORMAL,Universitaria,0,0
LIBDISP0574939178,0,"1,111.70",39,"2,500",6,344.9,3705.666667,MALE,S,NORMAL,Universitaria,0,0
LIBDISP9720529933,0,349.93,83,500,2,33.47,2272.923333,MALE,S,NORMAL,Universitaria,0,0
LIBDISP2049427272,0,317.27,,"1,600",6,234.4,1516.375,MALE,S,NORMAL,Secundaria,1,0
LIBDISP8071994243,0,440.56,71,"1,600",12,408.88,1715,MALE,C,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP8783921560,1,244.37,15,"1,100",6,166.08,1347.5,FEMALE,C,NORMAL,Secundaria,0,0
LIBDISP4870794789,0,546.64,36,"5,000",12,"1,515.20",1840.661667,MALE,S,NORMAL,Universitaria,0,0
LIBDISP1126452806,0,522.11,75,"1,500",6,221.53,2088.45,FEMALE,S,NORMAL,Universitaria,1,0
LIBDISP2010443927,1,448.45,,"2,000",6,292.99,2018.1,MALE,C,NORMAL,Universitaria,1,0
LIBDISP7520656405,1,450.79,12,"1,000",3,84.99,1803.141667,MALE,C,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP0681437527,0,386.73,47,"3,600",12,998.6,3599.628333,FEMALE,C,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP8423605601,0,539.84,60,"1,500",6,221.53,2666.883333,FEMALE,C,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP8344784036,0,391.91,10,"1,900",6,276.9,3278.666667,FEMALE,S,NORMAL,Universitaria,1,0
LIBDISP2650414409,0,526.02,74,"2,600",6,374.45,2104.083333,MALE,C,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP3840113288,0,149.82,71,700,6,168.65,1145.375,MALE,S,CPP,Carrera TÃƒÂ©cnica,1,0
LIBDISP5287591332,0,751.28,2,"2,500",6,360.78,3278.666667,MALE,S,NORMAL,Postgrado,1,0
LIBDISP4117413417,1,265.62,,"1,300",6,239.89,2143.166667,MALE,S,CPP,Universitaria,1,0
LIBDISP4674627022,1,708.83,32,"3,000",6,498.07,2961.263333,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP4178952869,0,549.13,24,"1,500",6,221.53,2416.67,MALE,S,NORMAL,Secundaria,1,0
LIBDISP8086921782,0,556.7,9,"1,000",3,88.14,2226.805,FEMALE,S,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP5395196827,0,664.9,71,"5,000",12,"1,332.38",2221.333333,MALE,C,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP8013203160,0,800,-1,"3,000",6,429.8,13385.625,MALE,S,NORMAL,Universitaria,1,0
LIBDISP4166361908,0,"1,349.33",0,"1,000",3,79.31,4643.166667,MALE,S,NORMAL,Universitaria,0,0
LIBDISP9974931951,0,330,,500,2,35.37,6855.833333,FEMALE,S,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP6004882573,0,433.04,10,"1,500",6,221.53,2287.775,MALE,S,NORMAL,Universitaria,1,0
LIBDISP7835973010,0,485.88,,"2,500",6,342.44,1973.545,MALE,S,CPP,Carrera TÃƒÂ©cnica,0,0
LIBDISP2282127809,1,317.29,,"1,600",6,234.4,1481.375,FEMALE,S,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP5382962729,0,744.41,7,"2,500",6,360.78,3370.471667,MALE,S,NORMAL,Universitaria,1,0
LIBDISP9030018985,0,710.41,,"7,000",12,"1,320.04",2952.723333,MALE,S,NORMAL,Postgrado,0,0
LIBDISP3474137909,0,266.95,60,"1,300",6,193.84,2095.485,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP0824775215,0,380,,500,2,34.87,1750,FEMALE,S,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP5701107841,1,302.07,6,"1,400",6,337.29,1440.25,MALE,S,NORMAL,Universitaria,1,0
LIBDISP1566768973,0,332.4,26,"1,500",6,281.39,1772.656667,MALE,S,NORMAL,Universitaria,1,0
LIBDISP7322411120,0,"1,112.49",2,"1,500",6,245.23,4558.955,MALE,S,NORMAL,Secundaria,1,0
LIBDISP9786589120,0,289.5,63,700,3,62.17,2215.861667,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP3708055818,0,371.59,80,800,3,71.55,2065,FEMALE,S,NORMAL,Universitaria,1,0
LIBDISP4984326001,0,262.88,8,"1,200",6,180,1796.106667,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP3427430814,1,120.6,,600,6,110.72,1080.625,FEMALE,S,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP9336690281,0,389.81,36,"1,800",6,267.78,1299.375,MALE,S,NORMAL,Secundaria,1,0
LIBDISP2017045797,0,340.74,31,"1,500",6,221.53,1561.875,MALE,S,NORMAL,Secundaria,1,0
LIBDISP7465354215,1,445.51,20,"4,100",12,"1,137.30",2143.166667,FEMALE,C,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP4582624365,0,904.07,75,"2,500",6,360.78,3729.151667,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP6419888823,0,427.94,7,"1,000",3,88.14,2922.833333,FEMALE,S,NORMAL,Universitaria,1,0
LIBDISP9716386168,0,318.94,31,"1,000",6,201.33,1063.125,MALE,S,NORMAL,Universitaria,1,0
LIBDISP5681945906,0,325.96,77,"1,600",6,223.6,2587.5,FEMALE,C,CPP,Carrera TÃƒÂ©cnica,0,0
LIBDISP0688185924,1,394.74,,"2,000",6,292.99,1649.375,MALE,S,NORMAL,Universitaria,1,0
LIBDISP0706232952,1,785.93,12,"2,000",6,277.51,2654.5,MALE,C,NORMAL,Postgrado,0,0
LIBDISP3222940453,0,585.34,28,"2,500",6,344.9,3441.67,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP5332623463,0,350.76,5,"1,500",6,221.53,2922.833333,FEMALE,S,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP9946123429,0,796.05,12,"2,500",6,360.78,3184.2,MALE,S,NORMAL,Universitaria,0,0
LIBDISP1444405146,1,406.21,9,"2,000",12,632.87,2299.5,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP7076442023,0,213.07,28,"1,000",6,240.92,1312.5,MALE,S,CPP,Carrera TÃƒÂ©cnica,1,0
LIBDISP2962490418,0,594.03,75,"1,000",3,88.14,2483.973333,MALE,S,NORMAL,Universitaria,1,0
LIBDISP1182712419,0,639.85,15,"1,500",6,221.53,2584.935,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP5324089909,0,310,0,"1,500",6,221.53,0,MALE,S,CPP,Universitaria,1,0
LIBDISP7551152022,0,606.18,71,"5,000",12,"1,515.20",2093.921667,FEMALE,S,NORMAL,Universitaria,0,0
LIBDISP7814375613,0,388.01,79,"1,900",6,276.9,2774.753333,MALE,S,NORMAL,Secundaria,0,0
LIBDISP3941638064,0,315.03,55,"1,500",6,221.43,2221.333333,MALE,S,NORMAL,Universitaria,1,0
LIBDISP5250999261,1,943.85,76,"2,500",6,360.78,3775.41,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP9768237913,0,750,0,"3,800",6,602.85,0,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP8881488377,1,648.83,64,"1,500",3,130.42,3086.516667,MALE,S,NORMAL,Universitaria,1,0
LIBDISP4333799055,0,612.27,12,"2,500",6,360.78,3034.44,MALE,S,NORMAL,Universitaria,1,0
LIBDISP2861049347,1,488.97,59,"2,500",6,344.9,2696.16,FEMALE,S,CPP,Carrera TÃƒÂ©cnica,1,0
LIBDISP9891272896,0,410.57,21,"1,000",3,88.14,2329.203333,MALE,S,NORMAL,Universitaria,1,0
LIBDISP3828223953,1,"1,746.79",,"1,500",6,199.43,6286.521667,MALE,S,NORMAL,Universitaria,1,0
LIBDISP0990930619,0,563.15,60,"5,000",12,"1,515.20",5282.72,MALE,S,NORMAL,Universitaria,0,0
LIBDISP9115380017,0,400,9,"1,000",3,88.23,2239.311667,FEMALE,S,NORMAL,Universitaria,0,0
LIBDISP5715849365,0,265.41,18,600,3,55.99,1900.85,FEMALE,S,NORMAL,Universitaria,0,0
LIBDISP5357486982,0,613.72,9,"2,500",6,360.78,2596.533333,FEMALE,S,NORMAL,Universitaria,1,0
LIBDISP6678156078,0,465.64,24,"1,000",3,91.15,1961.038333,MALE,S,NORMAL,Secundaria,1,0
LIBDISP6238656847,0,712.04,34,"1,500",4,156.31,2994,FEMALE,S,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP2445389744,0,793.19,,"5,000",12,"1,241.66",2703.621667,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP5838699737,1,"1,122.55",,"5,000",12,"1,241.66",4154.016667,FEMALE,S,NORMAL,Universitaria,1,0
LIBDISP2216363918,1,220,0,"1,000",6,152.32,0,MALE,S,NORMAL,Secundaria,1,0
LIBDISP8042699827,0,512.5,,"3,500",12,909.66,8612.225,MALE,C,NORMAL,Universitaria,0,0
LIBDISP4890953604,0,751.2,10,"2,000",3,157.36,3430.963333,MALE,S,NORMAL,Universitaria,0,0
LIBDISP5942332479,0,438.89,4,"2,200",6,412.7,2143.166667,MALE,C,NORMAL,Universitaria,1,0
LIBDISP3642396469,1,"1,418.78",62,"3,000",6,429.99,5862.728333,FEMALE,S,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP0139087607,0,513.91,5,"1,000",3,88.14,2055.62,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP4790567930,0,401.77,71,"1,000",3,84.99,2117.371667,FEMALE,S,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP6310421896,1,348.91,53,"1,700",6,249.11,1395.625,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP1234697027,1,319.15,52,"1,500",6,221.53,1771.875,MALE,S,NORMAL,Secundaria,1,0
LIBDISP1668951305,1,614.25,12,"1,000",3,88.14,2483.33,MALE,S,NORMAL,Secundaria,1,0
LIBDISP3813198048,0,385.93,42,"1,900",6,356.42,1648.5,FEMALE,S,NORMAL,Universitaria,1,0
LIBDISP0159432307,0,376.01,17,900,3,78.01,2523.99,FEMALE,S,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP2169497451,1,410.55,55,"2,700",12,748.95,1368.5,FEMALE,S,NORMAL,Secundaria,0,0
LIBDISP9434866140,0,694.47,11,"2,500",6,360.78,2777.88,FEMALE,S,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP3821751814,1,288.95,,"1,500",6,219.75,1242.5,MALE,S,NORMAL,Universitaria,1,0
LIBDISP4341929425,1,294.37,10,"1,400",6,337.29,1257.375,MALE,S,NORMAL,Secundaria,0,0
LIBDISP6995090652,0,"1,852.79",73,"8,000",12,"2,131.81",9472.291667,FEMALE,S,NORMAL,Universitaria,0,0
LIBDISP9283160479,1,393.23,,"2,500",12,613.66,1310.75,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP2039170274,0,"1,056.41",,"1,000",1,45.84,3969.695,MALE,S,NORMAL,Universitaria,0,0
LIBDISP0082964829,0,642.95,71,"3,000",12,920.18,2143.166667,FEMALE,C,NORMAL,Universitaria,0,0
LIBDISP4571431140,0,110.82,,500,6,92.27,1050,FEMALE,S,NORMAL,Universitaria,1,0
LIBDISP6462143032,1,602.38,72,"5,000",12,"1,515.20",2007.938333,FEMALE,C,NORMAL,Secundaria,0,0
LIBDISP3300032806,0,315.92,37,"1,500",6,221.43,2534,MALE,S,NORMAL,Universitaria,1,0
LIBDISP4204546190,0,446.36,12,"1,200",6,180,2959.092,FEMALE,S,NORMAL,Universitaria,1,0
LIBDISP2743673233,0,376.14,3,"1,800",6,263.06,4406.658333,MALE,S,NORMAL,Postgrado,0,0
LIBDISP2802665056,0,394.26,12,"1,900",6,276.9,3675.25368,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP6142163067,0,663.63,4,500,1,23.05,1449.17,FEMALE,S,NORMAL,Universitaria,0,0
LIBDISP0786799353,0,491.67,54,"1,000",3,84.99,2165.835,MALE,S,NORMAL,Universitaria,1,0
LIBDISP4696664743,0,216.41,73,"1,000",6,152.25,1750,MALE,S,NORMAL,Universitaria,1,0
LIBDISP1441294727,0,191.39,11,"1,000",7,249.49,5249.983333,FEMALE,S,NORMAL,Universitaria,0,0
LIBDISP0319035645,0,771.06,71,"3,000",6,525.83,3309.98,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP1027113404,0,"1,355.92",,"10,000",12,"1,850.67",6457.041667,MALE,S,NORMAL,Universitaria,0,0
LIBDISP6549507910,0,469.09,,"2,000",6,265.91,1563.625,MALE,S,PERDIDA,Carrera TÃƒÂ©cnica,1,0
LIBDISP2506033508,0,"2,946.78",2,"5,000",12,"1,049.03",8419.375,MALE,S,NORMAL,Postgrado,0,0
LIBDISP1312167320,0,685.41,12,"2,000",6,290.75,3778.33,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP2898602488,0,"1,021.94",14,"3,000",6,429.99,4662.941667,MALE,S,NORMAL,Universitaria,0,0
LIBDISP0574816113,0,558.66,77,"1,000",3,84.99,2234.621667,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP5593638926,0,632.18,84,500,1,23.05,1400,MALE,S,NORMAL,Secundaria,0,0
LIBDISP6197858911,0,461.24,6,"1,000",3,84.99,2231.495,MALE,S,NORMAL,Universitaria,0,0
LIBDISP1459723187,0,916.34,18,"1,000",6,144.32,3054.491667,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP3437759798,0,532.37,6,"2,500",6,344.9,3687.875,MALE,C,NORMAL,Universitaria,0,0
LIBDISP5993168902,0,821.29,38,"1,900",6,276.9,3551.946667,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP4314135267,1,549.01,35,"1,500",6,221.53,8828.984733,MALE,C,CPP,Postgrado,1,0
LIBDISP8160420932,0,"1,472.52",72,"5,000",12,"1,515.20",5057.833333,MALE,C,CPP,Universitaria,0,0
LIBDISP9881542818,1,378.63,29,"3,400",12,"1,042.87",2221.333333,MALE,S,NORMAL,Universitaria,0,0
LIBDISP6896446165,0,679.77,18,"1,500",6,210.12,2265.888333,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP4546362192,1,273.57,71,"2,500",12,766.82,1057.875,MALE,S,CPP,Secundaria,0,0
LIBDISP0949517483,1,838.59,6,"1,500",6,221.53,3367.125,FEMALE,S,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP4226032049,1,304.02,,"1,000",4,129.73,1379,FEMALE,C,NORMAL,Universitaria,0,0
LIBDISP5770128276,0,480.99,,"2,500",6,342.44,2627.8,MALE,S,NORMAL,Postgrado,1,0
LIBDISP0914851767,1,272.93,71,"2,500",12,693.47,1539.125,MALE,S,NORMAL,Universitaria,0,0
LIBDISP8667895046,0,"1,552.80",77,"2,000",7,286.03,6067.958333,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP9074867741,1,245.05,20,"1,100",6,265.01,1318.625,MALE,S,NORMAL,Universitaria,0,0
LIBDISP7855377823,0,293.04,25,"2,600",12,797.49,1680.875,MALE,C,NORMAL,Universitaria,0,0
LIBDISP5497691934,0,535.79,8,"1,300",3,112.14,2143.166667,FEMALE,S,NORMAL,Universitaria,1,0
LIBDISP2511701251,0,210,,"1,000",6,184.53,1663.375,FEMALE,S,CPP,Carrera TÃƒÂ©cnica,1,0
LIBDISP7536668100,1,"1,027.37",,"10,000",12,"2,311.12",3424.558333,FEMALE,S,DEFICIENTE,Universitaria,0,0
LIBDISP5917438763,1,718.04,4,"2,000",6,277.51,2605.131667,MALE,S,NORMAL,Universitaria,1,0
LIBDISP8313004513,0,505.78,3,"1,500",6,221.53,2144.73,FEMALE,S,NORMAL,Universitaria,0,0
LIBDISP8577262017,0,"5,817.65",49,"1,000",3,62.38,18129.525,MALE,S,NORMAL,Postgrado,0,0
LIBDISP6858851614,1,600,72,"3,000",6,525.83,3417.441667,MALE,S,CPP,Universitaria,1,0
LIBDISP4986402100,0,643.15,44,"1,200",6,171.28,2600.441667,FEMALE,S,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP0827186151,0,755.24,72,"5,000",12,"1,515.20",3167.646667,FEMALE,C,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP5154554044,0,454.73,26,"2,200",6,412.7,1643.25,FEMALE,S,CPP,Carrera TÃƒÂ©cnica,0,0
LIBDISP2030143248,1,"1,577.83",,"8,000",12,"1,797.56",5299.088333,FEMALE,S,NORMAL,Universitaria,1,0
LIBDISP8756705563,0,477.39,9,"2,400",6,345.96,1986.833333,FEMALE,S,NORMAL,Universitaria,1,0
LIBDISP4975173956,0,397,7,"1,000",6,240.92,1904.758333,FEMALE,D,CPP,Universitaria,1,0
LIBDISP8964683987,0,294.15,31,"1,400",6,337.29,1299.375,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP4673985798,0,346.22,55,"1,700",6,249.11,1627.5,FEMALE,C,NORMAL,Universitaria,1,0
LIBDISP6577862173,1,427.22,44,"1,000",3,84.99,1708.875,MALE,S,NORMAL,Secundaria,1,0
LIBDISP0076393218,0,399.91,6,"1,000",3,84.99,2258.853333,FEMALE,S,NORMAL,Universitaria,1,0
LIBDISP4874226171,1,238.2,34,"1,100",6,166.08,1617.875,FEMALE,S,NORMAL,Secundaria,1,0
LIBDISP2044521875,0,412.47,26,"1,500",6,210.12,2932.085,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP2049273509,1,477.25,70,"1,000",3,91.9,1945.405,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP5885280669,0,286.16,14,"1,500",6,210.39,1836.753333,MALE,C,NORMAL,Secundaria,1,0
LIBDISP2200231280,0,586.53,21,"1,000",3,88.14,2421.44,FEMALE,S,CPP,Universitaria,0,0
LIBDISP4125734029,1,268.91,6,"1,300",6,313.2,1185.625,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP5322707363,0,286.53,18,"1,400",6,258.34,2612.166667,MALE,S,NORMAL,Universitaria,1,0
LIBDISP9506077863,0,304.82,44,"1,500",6,221.43,1312.5,MALE,S,NORMAL,Universitaria,1,0
LIBDISP0410902873,1,"1,124.12",71,"5,000",12,"1,020.83",3211.77,MALE,C,CPP,Universitaria,0,0
LIBDISP4041724734,0,500.62,48,"1,000",3,84.99,2002.466667,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP5205964519,0,310.96,73,"1,500",6,281.39,1346.625,MALE,S,CPP,Carrera TÃƒÂ©cnica,1,0
LIBDISP1517704559,1,595.22,71,"5,000",12,"1,469.40",5323.996667,MALE,C,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP9543276418,0,406.09,,"3,000",12,779.71,1992.305,MALE,S,NORMAL,Universitaria,0,0
LIBDISP7560003141,0,438.63,34,"1,500",6,221.53,2030.606667,MALE,S,CPP,Universitaria,1,0
LIBDISP2385444086,0,841.72,18,"5,000",12,"1,515.20",7472.041667,MALE,C,NORMAL,Universitaria,0,0
LIBDISP4476937145,0,482.05,11,"1,000",3,91.15,1928.208333,FEMALE,S,NORMAL,Universitaria,1,0
LIBDISP1933898340,0,622.31,46,500,1,23.05,1582.875,MALE,S,NORMAL,Secundaria,0,0
LIBDISP0050749014,1,430.13,3,"1,500",6,281.39,1830.5,MALE,S,NORMAL,Universitaria,1,0
LIBDISP7960023310,0,393.01,22,900,3,78.34,2365.941667,MALE,S,NORMAL,Universitaria,1,0
LIBDISP3831755536,0,553.97,5,"1,300",3,112.89,2215.861667,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP3109368322,0,273.29,17,"1,300",6,313.2,1407,FEMALE,C,CPP,Secundaria,0,0
LIBDISP1014024519,0,398.6,,"2,000",6,292.99,2046.24,FEMALE,D,NORMAL,Universitaria,0,0
LIBDISP3431469219,1,586.72,10,"5,000",12,"1,515.20",2431.601667,MALE,S,NORMAL,Universitaria,0,0
LIBDISP3372360673,0,895,34,"2,500",6,344.9,2983.325,FEMALE,C,NORMAL,Universitaria,1,0
LIBDISP5697284706,0,346.91,12,"1,700",6,237.07,3076.56,MALE,C,NORMAL,Universitaria,0,0
LIBDISP8475827190,1,695.06,74,"2,500",6,360.78,2780.225,MALE,S,NORMAL,Universitaria,1,0
LIBDISP1603005679,1,"1,770.08",,"5,000",12,"1,234.34",8397.045,MALE,S,NORMAL,Universitaria,0,0
LIBDISP2774139466,1,333.91,5,"1,500",6,281.39,1649.375,MALE,S,NORMAL,Secundaria,1,0
LIBDISP5622813052,0,313.69,34,"1,500",6,221.53,2600.441667,MALE,S,NORMAL,Universitaria,1,0
LIBDISP2421005533,0,431.75,,"2,200",6,322.29,1954.785,MALE,S,CPP,Carrera TÃƒÂ©cnica,0,0
LIBDISP6744067019,0,497.51,,"2,600",6,356.14,2440.2,MALE,S,NORMAL,Universitaria,0,0
LIBDISP3096196312,0,649.15,34,"2,500",6,360.78,2922.833333,MALE,S,NORMAL,Universitaria,1,0
LIBDISP4506365242,1,689.85,71,"5,000",12,"1,241.66",2299.5,MALE,S,NORMAL,Universitaria,0,0
LIBDISP1098198575,0,298.08,,"2,000",12,511.1,2299.5,FEMALE,S,NORMAL,Postgrado,0,0
LIBDISP9661336680,0,"1,914.04",61,"8,000",12,"1,741.04",7359.038333,MALE,C,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP7097417452,1,351.63,71,"1,300",6,313.2,1553.125,MALE,S,NORMAL,Secundaria,1,0
LIBDISP3289038640,0,786.51,12,"2,500",6,344.9,2771.67,MALE,S,NORMAL,Postgrado,1,0
LIBDISP6255127411,1,741.34,29,"3,000",6,429.8,3068.013333,FEMALE,S,NORMAL,Universitaria,0,0
LIBDISP7044929329,0,865.31,33,"2,300",3,178.72,3830.208333,MALE,C,NORMAL,Universitaria,1,0
LIBDISP0248295242,0,619.23,76,"1,000",3,84.99,2476.938333,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP3087511256,0,723.94,61,"5,000",12,"1,384.57",2994,FEMALE,S,NORMAL,Universitaria,0,0
LIBDISP6268761473,0,411.03,3,"1,500",6,221.53,1644.125,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP3993985049,1,253.46,72,"1,200",6,289.11,1066.625,MALE,S,NORMAL,Secundaria,0,0
LIBDISP9444385481,1,513.76,21,"2,000",6,375.18,2975.496667,MALE,C,CPP,Universitaria,1,0
LIBDISP7621905035,1,"1,238.94",,"5,000",12,"1,241.66",5795.831667,FEMALE,S,CPP,Universitaria,0,0
LIBDISP9913223040,1,498.1,18,"2,500",6,360.78,2875.588333,FEMALE,S,NORMAL,Universitaria,1,0
LIBDISP0603046418,0,325,2,"1,500",6,210.12,3390.856667,MALE,S,CPP,Postgrado,1,0
LIBDISP6655417812,1,597.92,76,"1,000",3,84.99,2391.67,MALE,S,NORMAL,Universitaria,0,0
LIBDISP0815707972,0,721.89,35,"2,500",6,344.9,2534,FEMALE,S,NORMAL,Universitaria,1,0
LIBDISP9003775628,1,767.57,37,"1,500",6,221.53,3344.14,MALE,S,NORMAL,Universitaria,0,0
LIBDISP7495558819,0,523.22,15,"1,000",3,84.99,2398.695,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP8257897347,1,288.89,25,"2,600",12,797.49,1050,MALE,S,NORMAL,Universitaria,0,0
LIBDISP2419312303,1,401.02,,"1,700",5,212.1,1853.95,MALE,S,NORMAL,Universitaria,0,0
LIBDISP1082765583,1,633.5,9,"1,000",6,240.92,2534,MALE,S,NORMAL,Universitaria,1,0
LIBDISP1646998730,1,436.16,36,"1,000",3,88.14,2190.066667,FEMALE,S,NORMAL,Secundaria,1,0
LIBDISP0991886668,0,529.84,11,"2,500",6,360.78,3009.656667,MALE,C,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP9789336881,0,459.39,76,"1,500",6,221.53,3681.47,FEMALE,S,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP4482365251,0,371.42,73,"1,800",6,337.67,1961.82,MALE,C,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP6132133506,0,390.59,35,"1,900",6,356.42,1649.375,MALE,S,NORMAL,Universitaria,0,0
LIBDISP8259259468,1,395.25,14,"2,000",6,277.51,2686.355,FEMALE,S,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP6049656299,0,515.27,63,"1,500",6,221.53,2061.091667,FEMALE,C,NORMAL,Universitaria,1,0
LIBDISP4944521712,0,488.74,19,"3,000",12,920.18,1666.875,MALE,C,NORMAL,Universitaria,0,0
LIBDISP3203807484,0,336,68,800,3,70.37,2422.221667,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP4392181938,0,582.16,77,"1,000",3,84.99,2416.75,FEMALE,S,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP6652675139,1,727.29,1,"5,000",12,"1,515.20",6176.225,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP1515730602,0,626.09,77,"2,500",6,360.78,2717.691667,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,0,0
LIBDISP5736080166,1,624.01,3,"3,000",6,525.83,2588.716667,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP2520699899,0,227.51,7,"2,000",12,632.87,2446.453333,FEMALE,S,NORMAL,Universitaria,0,0
LIBDISP4982272491,0,"1,819.11",22,"2,000",6,290.75,7674.296,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,1,0
LIBDISP0063465429,0,550.07,12,"1,000",3,88.14,2400,MALE,S,NORMAL,Carrera TÃƒÂ©cnica,0,0
